a_key	a_name	b_key	b_name	signal	score	verdict	basis_relations
1,500 דונמ	1,500 דונם	10,000 דונמימ	10,000 דונמים	translated	0.869	DIFFERENT	
1,630 דונמ	1,630 דונם	7,021 דונמ	7,021 דונם	translated	0.869	DIFFERENT	
ai	AI	בינה מלאכותית	בינה מלאכותית	translated	0.869	DIFFERENT	
דגל ישראל	דגל ישראל	דגלימ של שבטי ישראל	דגלים של שבטי ישראל	translated	0.869	DIFFERENT	
הזכות לבריאות	הזכות לבריאות	הזכות לחיימ	הזכות לחיים	translated	0.869	DIFFERENT	
זכות לבריאות	זכות לבריאות	זכות לחיימ	זכות לחיים	translated	0.869	DIFFERENT	
סוכות	סוכות	סוכות בשומרונ	סוכות בשומרון	translated	0.869	SAME	המועצה האזורית שומרון --[organizes_events]--> סוכות; סוכות --[occurs_in]--> אוקטובר 2017; סוכות בשומרון --[מתקיים_ב]--> אוקטובר 2017
סעיפ 4	סעיף 4	סעיפ 4(1) לחוק	סעיף 4(1) לחוק	translated	0.869	DIFFERENT	
צו תפיסה 24/23	צו תפיסה 24/23	צו תפיסה מס' 18/80	צו תפיסה מס' 18/80	translated	0.869	DIFFERENT	
בקר	בקר	צאנ	צאן	translated	0.869	DIFFERENT	
הבקר	הבקר	צאנ	צאן	translated	0.869	DIFFERENT	
החוות החקלאיות	החוות החקלאיות	חוות	חוות	translated	0.869	DIFFERENT	
החקלאות הישראלית בבקעת הירדנ	החקלאות הישראלית בבקעת הירדן	פעילות החקלאית הישראלית בגדה	פעילות החקלאית הישראלית בגדה	translated	0.869	DIFFERENT	
הסדר המקרקעינ בגדה המערבית	הסדר המקרקעין בגדה המערבית	הקצאת אדמות למרעה בגדה המערבית	הקצאת אדמות למרעה בגדה המערבית	translated	0.869	DIFFERENT	
מחמוד ג'אבר	מחמוד ג'אבר	מחמוד פרחאת ג'אבר	מחמוד פרחאת ג'אבר	translated	0.868	DIFFERENT	
החלטת ממשלה מס' 145	החלטת ממשלה מס' 145	החלטה מס' 145	החלטה מס' 145	translated	0.868	DIFFERENT	
1,000 דונמ	1,000 דונם	167,000 דונמ	167,000 דונם	translated	0.868	DIFFERENT	
47,000 דונמ	47,000 דונם	5,000 דונמ	5,000 דונם	translated	0.868	DIFFERENT	
הפרוטוקול הראשונ הנלווה לאמנה (1977)	הפרוטוקול הראשון הנלווה לאמנה (1977)	הפרוטוקול הראשונ הנלווה לאמנת האג	הפרוטוקול הראשון הנלווה לאמנת האג	translated	0.868	DIFFERENT	
סעיפ 46 לתקנות הנלוות לאמנת האג (1907)	סעיף 46 לתקנות הנלוות לאמנת האג (1907)	סעיפ 47 לתקנות הנלוות לאמנת האג משנת 1907	סעיף 47 לתקנות הנלוות לאמנת האג משנת 1907	translated	0.868	DIFFERENT	
עוזר שר הביטחונ לענייני התיישבות	עוזר שר הביטחון לענייני התיישבות	עוזר שר החקלאות לענייני התיישבות	עוזר שר החקלאות לענייני התיישבות	translated	0.868	DIFFERENT	
פלסטינימ	פלסטינים	הגדה הפלסטינימ	הגדה הפלסטינים	translated	0.868	DIFFERENT	
רצועת עזה	רצועת עזה	עזה	עזה	translated	0.868	SAME	ישראל --[controls]--> רצועת עזה; חמאס --[controls]--> רצועת עזה; ישראל --[attacked]--> רצועת עזה; ישראל --[imposed_blockade_on]--> רצועת עזה; פלסטינים --[located_in]--> רצועת עזה; 7 באוקטובר --[occurred_in]--> רצועת עזה; ישראל --[controls]--> עזה; 1.9 מיליון פלסטינים --[located_in]--> עזה; 7 באוקטובר --[targeted]--> עזה
עזה	עזה	חבל עזה	חבל עזה	translated	0.868	DIFFERENT	
ארצ ישראל	ארץ ישראל	רשות מקרקעי ישראל	רשות מקרקעי ישראל	translated	0.868	DIFFERENT	
מינהלת ההתיישבות	מינהלת ההתיישבות	המחלקה להתיישבות	המחלקה להתיישבות	translated	0.868	DIFFERENT	
העמ היהודי	העם היהודי	עמ ישראל	עם ישראל	translated	0.868	SAME	העם היהודי --[aspires_to]--> ארץ ישראל; העם היהודי --[זכות_קיום_ב]--> מדינת ישראל; מדינת ישראל --[ביתו_הלאומי_של]--> העם היהודי; ארץ ישראל --[יועדה_ל]--> עם ישראל; עם ישראל --[connected_to]--> ארץ ישראל; עם ישראל --[located_in]--> ארץ ישראל
אירופה	אירופה	מדינות אירופה	מדינות אירופה	translated	0.868	DIFFERENT	
לטרונ	לטרון	מובלעת לטרונ	מובלעת לטרון	translated	0.868	SAME	ישראל --[סיפחה]--> לטרון; לטרון --[סופח_לאחר]--> מלחמת ששת הימים
שער השומרונ	שער השומרון	תורה שומרונ	תורה שומרון	translated	0.868	DIFFERENT	
חופש המחאה	חופש המחאה	זכות לחופש התנועה	זכות לחופש התנועה	translated	0.868	DIFFERENT	
צו הפקעה 1/90	צו הפקעה 1/90	צו תפיסה 24/23	צו תפיסה 24/23	translated	0.868	DIFFERENT	
המחלקה להתיישבות	המחלקה להתיישבות	מרבש"צ ההתנחלות	מרבש"ץ ההתנחלות	translated	0.868	DIFFERENT	
הרשויות המקומיות	הרשויות המקומיות	הרשויות האזוריות	הרשויות האזוריות	translated	0.868	DIFFERENT	
15,500 דונמ	15,500 דונם	2,700 דונמימ	2,700 דונמים	translated	0.868	DIFFERENT	
26,500 דונמ	26,500 דונם	2,642 דונמימ	2,642 דונמים	translated	0.868	DIFFERENT	
26,500 דונמ	26,500 דונם	4,800 דונמ	4,800 דונם	translated	0.868	DIFFERENT	
s/res/446	S/Res/446	החלטה 446 של מועצת הביטחונ של האו"מ	החלטה 446 של מועצת הביטחון של האו"ם	translated	0.868	SAME	מועצת הביטחון של האו"ם --[הוציאה]--> החלטה 446 של מועצת הביטחון של האו"ם
הקמ"ט	הקמ"ט	ועדת החוצ והביטחונ בכנסת	ועדת החוץ והביטחון בכנסת	translated	0.868	DIFFERENT	
הרשויות האזוריות	הרשויות האזוריות	רשויות מקומיות	רשויות מקומיות	translated	0.868	DIFFERENT	
זכות הפלסטינימ להגדרה עצמית	זכות הפלסטינים להגדרה עצמית	הפגיעה המשמעותית בזכותמ של הפלסטינימ להגדרה עצמית	הפגיעה המשמעותית בזכותם של הפלסטינים להגדרה עצמית	translated	0.868	DIFFERENT	
4,800 דונמ	4,800 דונם	5,000 דונמ	5,000 דונם	translated	0.868	DIFFERENT	
אזורי המגורימ	אזורי המגורים	בתי מגורימ	בתי מגורים	translated	0.868	DIFFERENT	
אלפי כלואימ פלסטינימ	אלפי כלואים פלסטינים	עצורימ פלסטינימ	עצורים פלסטינים	translated	0.868	DIFFERENT	
מדיניות הארכיאולוגיה של ישראל בגדה המערבית	מדיניות הארכיאולוגיה של ישראל בגדה המערבית	רשות העתיקות תפעל בגדה המערבית	רשות העתיקות תפעל בגדה המערבית	translated	0.868	DIFFERENT	
השומרונ	השומרון	צפונ השומרונ	צפון השומרון	translated	0.867	DIFFERENT	
תוכנית ההתנתקות	תוכנית ההתנתקות	ההתנתקות	ההתנתקות	translated	0.867	SAME	תוכנית ההתנתקות --[occurred_in]--> 2005; יישובים --[evacuated_in]--> תוכנית ההתנתקות; ישראל --[implemented]--> תוכנית ההתנתקות
חוק העתיקות הירדני	חוק העתיקות הירדני	חוק הירדני	חוק הירדני	translated	0.867	DIFFERENT	
3 מיליארד ש"ח	3 מיליארד ש"ח	4 מיליארד ש"ח	4 מיליארד ש"ח	translated	0.867	DIFFERENT	
גבע בנימינ (אדמ)	גבע בנימין (אדם)	גבע בנימינ (אחימ)	גבע בנימין (אחים)	translated	0.867	DIFFERENT	
המדיניות הישראלית	המדיניות הישראלית	המדיניות הישראלית הבלתי מוכרזת	המדיניות הישראלית הבלתי מוכרזת	translated	0.867	DIFFERENT	
המשפט הבינלאומי	המשפט הבינלאומי	דיני זכויות האדמ הבינלאומיימ	דיני זכויות האדם הבינלאומיים	translated	0.867	DIFFERENT	
תקנות האג	תקנות האג	תקנות הגלות לאמנת האג משנת 1907	תקנות הגלות לאמנת האג משנת 1907	translated	0.867	DIFFERENT	
צפונ השומרונ	צפון השומרון	השמונאימ	השמונאים	translated	0.867	DIFFERENT	
גליל	גליל	הגליל העליונ	הגליל העליון	translated	0.867	DIFFERENT	
האוכלוסייה הפלסטינית	האוכלוסייה הפלסטינית	התושבימ הפלסטינימ	התושבים הפלסטינים	translated	0.867	DIFFERENT	
אמנת האג משנת 1954	אמנת האג משנת 1954	הפרוטוקול הראשונ לאמנת האג בדבר הגנה על נכסי תרבות בעת סכסוכ מזוינ משנת 1954	הפרוטוקול הראשון לאמנת האג בדבר הגנה על נכסי תרבות בעת סכסוך מזוין משנת 1954	translated	0.867	DIFFERENT	
החוק הירדני	החוק הירדני	חוק העתיקות הירדני	חוק העתיקות הירדני	translated	0.867	DIFFERENT	
חופש המחאה	חופש המחאה	חופש התנועה	חופש התנועה	translated	0.867	DIFFERENT	
סעיפ 46	סעיף 46	סעיפ 46א לפקודת מס הכנסה	סעיף 46א לפקודת מס הכנסה	translated	0.867	DIFFERENT	
60,000 דונמימ	60,000 דונמים	30,272 דונמ	30,272 דונם	translated	0.867	DIFFERENT	
60,000 דונמימ	60,000 דונמים	2,642 דונמימ	2,642 דונמים	translated	0.867	DIFFERENT	
הג'יפליל	הג'יפליל	הגליל העליונ	הגליל העליון	translated	0.867	DIFFERENT	
חוק העתיקות הירדני	חוק העתיקות הירדני	דינ הירדני	דין הירדני	translated	0.867	DIFFERENT	
1,800 דונמ	1,800 דונם	5,000 דונמ	5,000 דונם	translated	0.867	DIFFERENT	
170,000 דונמימ	170,000 דונמים	786,000 דונמ	786,000 דונם	translated	0.867	DIFFERENT	
170,000 דונמימ	170,000 דונמים	5,000 דונמ	5,000 דונם	translated	0.867	DIFFERENT	
200 עצי זית	200 עצי זית	חמישה עצי זית	חמישה עצי זית	translated	0.867	DIFFERENT	
3,500 דונמימ	3,500 דונמים	30,272 דונמ	30,272 דונם	translated	0.867	DIFFERENT	
3,500 דונמימ	3,500 דונמים	74,000 דונמ	74,000 דונם	translated	0.867	DIFFERENT	
500 דונמ	500 דונם	4,800 דונמ	4,800 דונם	translated	0.867	DIFFERENT	
7,021 דונמ	7,021 דונם	74,000 דונמ	74,000 דונם	translated	0.867	DIFFERENT	
galilee	Galilee	הגליל העליונ	הגליל העליון	translated	0.867	DIFFERENT	
א-שיפא	א-שיפא	בית החולימ א-שיפאא	בית החולים א-שיפאא	translated	0.867	DIFFERENT	
אוכלוסייה הפלסטינית	אוכלוסייה הפלסטינית	תושבימ הפלסטינימ	תושבים הפלסטינים	translated	0.867	SAME	חקל - ברית להגנה על זכויות אדם --[represents]--> תושבים הפלסטינים; מאחזים --[הוקמו_על_אדמות_של]--> תושבים הפלסטינים; מתנחלים --[גזלו_מ]--> תושבים הפלסטינים
הבדואימ הפלסטינימ	הבדואים הפלסטינים	קהילה בדואית	קהילה בדואית	translated	0.867	DIFFERENT	
הגליל	הגליל	הגליל העליונ	הגליל העליון	translated	0.867	DIFFERENT	
מחסומ קלנדיה	מחסום קלנדיה	שיקוע קלנדיה	שיקוע קלנדיה	translated	0.867	DIFFERENT	
סגנ השר	סגן השר	סגנ שר החקלאות	סגן שר החקלאות	translated	0.867	DIFFERENT	
צו תפיסה 1/78	צו תפיסה 1/78	צו תפיסה מס' 18/80	צו תפיסה מס' 18/80	translated	0.867	DIFFERENT	
תרבות האי-לגלימ	תרבות האי-לגלים	קהילות פרוריות	קהילות פרוריות	translated	0.867	DIFFERENT	
אזור יהודה ושומרונ	אזור יהודה ושומרון	יישובימ שהוקמו ביהודה ושומרונ	יישובים שהוקמו ביהודה ושומרון	translated	0.867	DIFFERENT	
ארכיאולוגיה בשטחי c בגדה המערבית	ארכיאולוגיה בשטחי C בגדה המערבית	מדיניות הארכיאולוגיה של ישראל בגדה המערבית	מדיניות הארכיאולוגיה של ישראל בגדה המערבית	translated	0.867	DIFFERENT	
המתנחלימ התוקפימ	המתנחלים התוקפים	מתנחלימ המעורבימ באלימות	מתנחלים המעורבים באלימות	translated	0.867	DIFFERENT	
השכונות היהודיות במזרח ירושלימ	השכונות היהודיות במזרח ירושלים	תושבי ירושלימ המזרחית	תושבי ירושלים המזרחית	translated	0.867	DIFFERENT	
מערכות המימ והביוב	מערכות המים והביוב	סוגיית המימ והביוב	סוגיית המים והביוב	translated	0.867	DIFFERENT	
קרקעות בגדה המערבית	קרקעות בגדה המערבית	שטחי הגדה המערבית	שטחי הגדה המערבית	translated	0.867	DIFFERENT	
קרקעות הגדה	קרקעות הגדה	שטחי הגדה המערבית	שטחי הגדה המערבית	translated	0.867	DIFFERENT	
עינ סאמיה	עין סאמיה	עינ סמיה	עין סמיה	translated	0.866	SAME	מוחמד כעאבנה --[from]--> עין סאמיה; סלימאן כעאבנה --[from]--> עין סאמיה; 200 אנשי קהילת עין סאמיה --[נעקרו_מ]--> עין סאמיה; אורן זיו --[photographed]--> עין סאמיה; אורן זיו --[צילום]--> עין סאמיה; בית המשפט המחוזי בירושלים --[דחה_עתירה]--> עין סאמיה; המינהל האזרחי --[הוציא_צווי_הריסה]--> עין סאמיה; המשטרה --[החרימה_צאן]--> עין סאמיה; יונס אבו עיד --[from]--> עין סאמיה; יונס אבו עיד --[מ]--> עין סאמיה; ישראל --[גרשה]--> עין סאמיה; ישראל --[הרסה_בתים]--> עין סאמיה; עין סמיה --[located_in]--> הגדה המערבית
משרד החוצ	משרד החוץ	משרד החוצ הגרמני	משרד החוץ הגרמני	translated	0.866	DIFFERENT	
תכנונ לזכויות אדמ	תכנון לזכויות אדם	תכנונ וזכויות אדמ	תכנון וזכויות אדם	translated	0.866	DIFFERENT	
הר חננ"נ	הר חננ"ן	הר חננזונ	הר חננזון	translated	0.866	DIFFERENT	
מרדכי פרמניצר	מרדכי פרמניצר	מרדכי קרמניצר	מרדכי קרמניצר	translated	0.866	DIFFERENT	
צו צבאי מספר 28/77	צו צבאי מספר 28/77	צו צבאי מספר 5/77	צו צבאי מספר 5/77	translated	0.866	DIFFERENT	
רמ"א	רמ"א	רמ"מ	רמ"ם	translated	0.866	DIFFERENT	
תוכניות בנייה	תוכניות בנייה	תוכניות בנייה בהתנחלויות	תוכניות בנייה בהתנחלויות	translated	0.866	DIFFERENT	
פלסטינימ	פלסטינים	ערבימ פלשתינימ	ערבים פלשתינים	translated	0.866	SAME	פלסטינים --[located_in]--> גדה המערבית; פלסטינים --[located_in]--> רצועת עזה; פלסטינים --[reside_in]--> הבקעה; 138 מדינות --[recognized]--> פלסטינים; ערבים פלשתינים --[היו_ב]--> פלסטין
שומרונ	שומרון	החברה לפיתוח השומרונ	החברה לפיתוח השומרון	translated	0.866	DIFFERENT	
שטחי אש	שטחי אש	שטח האש הסגור	שטח האש הסגור	translated	0.866	DIFFERENT	
60,000 דונמימ	60,000 דונמים	74,000 דונמ	74,000 דונם	translated	0.866	DIFFERENT	
אלימות מתנחלימ	אלימות מתנחלים	המתנחלימ התוקפימ	המתנחלים התוקפים	translated	0.866	DIFFERENT	
החלטות האו"מ 242 ו-338	החלטות האו"ם 242 ו-338	החלטת מועצת הביטחונ של האו"מ 242	החלטת מועצת הביטחון של האו"ם 242	translated	0.866	DIFFERENT	
1,640 דונמ	1,640 דונם	170,000 דונמימ	170,000 דונמים	translated	0.866	DIFFERENT	
1,800 דונמ	1,800 דונם	26,500 דונמ	26,500 דונם	translated	0.866	DIFFERENT	
1,800 דונמ	1,800 דונם	3,400 דונמ	3,400 דונם	translated	0.866	DIFFERENT	
10,000 דונמימ	10,000 דונמים	5,000 דונמ	5,000 דונם	translated	0.866	DIFFERENT	
3 מיליונ ₪	3 מיליון ₪	310 מיליונ ש"ח	310 מיליון ש"ח	translated	0.866	DIFFERENT	
3,000 דונמ	3,000 דונם	2,642 דונמימ	2,642 דונמים	translated	0.866	DIFFERENT	
3,000 דונמימ	3,000 דונמים	2,642 דונמימ	2,642 דונמים	translated	0.866	DIFFERENT	
בזק	בזק	הר בזק	הר בזק	translated	0.866	DIFFERENT	
החברה לפיתוח השומרונ	החברה לפיתוח השומרון	שמרונ	שמרון	translated	0.866	DIFFERENT	
המועצה המקומית	המועצה המקומית	המועצות	המועצות	translated	0.866	DIFFERENT	
המועצות	המועצות	מועצה מקומית	מועצה מקומית	translated	0.866	DIFFERENT	
המועצות	המועצות	מע"צ	מע"צ	translated	0.866	DIFFERENT	
הרשות המוניציפלית	הרשות המוניציפלית	רשות מקומית	רשות מקומית	translated	0.866	DIFFERENT	
זכות הפלסטינימ להגדרה עצמית	זכות הפלסטינים להגדרה עצמית	מדיניות ופרקטיקה שמחמירה את הפרתה את זכותו של העמ הפלסטיני להגדרה עצמית	מדיניות ופרקטיקה שמחמירה את הפרתה את זכותו של העם הפלסטיני להגדרה עצמית	translated	0.866	DIFFERENT	
לוח 22	לוח 22	לוח 38	לוח 38	translated	0.866	DIFFERENT	
מאחז	מאחז	מתנחלי המאחז	מתנחלי המאחז	translated	0.866	DIFFERENT	
מעבר מצדות יהודה	מעבר מצדות יהודה	מעבר מצודות אדומימ	מעבר מצודות אדומים	translated	0.866	DIFFERENT	
צו מס' 576	צו מס' 576	צו סגירה 576	צו סגירה 576	translated	0.866	SAME	צו מס' 576 --[closed_area]--> כוכב השחר; צו סגירה 576 --[closed_area_for]--> כוכב השחר
רשיונות רעיה	רשיונות רעיה	הסכמ הרשאה לרעיה	הסכם הרשאה לרעיה	translated	0.866	DIFFERENT	
תוכנית המתאר	תוכנית המתאר	תכנית מתאר 2000	תכנית מתאר 2000	translated	0.866	DIFFERENT	
בעלי האדמות הפלסטינימ	בעלי האדמות הפלסטינים	קרקעות חקלאיות של פלסטינימ	קרקעות חקלאיות של פלסטינים	translated	0.866	DIFFERENT	
הגבלות על חופש המחאה	הגבלות על חופש המחאה	צמצומ חופש הביטוי	צמצום חופש הביטוי	translated	0.866	DIFFERENT	
התיישבות	התיישבות	מדיניות ההתנחלויות	מדיניות ההתנחלויות	translated	0.866	DIFFERENT	
חפירות בגדה המערבית	חפירות בגדה המערבית	רשות העתיקות תפעל בגדה המערבית	רשות העתיקות תפעל בגדה המערבית	translated	0.866	DIFFERENT	
פריצות דרכימ	פריצות דרכים	פריצות פירטיות של מספר דרכימ וכבישימ	פריצות פירטיות של מספר דרכים וכבישים	translated	0.866	DIFFERENT	
קוויביה אבו רמילה	קוויביה אבו רמילה	קוהייכה אבו רמילה	קוהייכה אבו רמילה	translated	0.865	DIFFERENT	
22,000 דונמ	22,000 דונם	5,000 דונמ	5,000 דונם	translated	0.865	DIFFERENT	
המועצות האזוריות	המועצות האזוריות	המועצות	המועצות	translated	0.865	DIFFERENT	
הליכ הסדר רישומ המקרקעינ	הליך הסדר רישום המקרקעין	רישומ המקרקעינ	רישום המקרקעין	translated	0.865	DIFFERENT	
מאחז חדש	מאחז חדש	מאחז חווה חדש	מאחז חווה חדש	translated	0.865	DIFFERENT	
אמנת האג	אמנת האג	תקנות האג	תקנות האג	translated	0.865	DIFFERENT	
החלטות האו"מ 242 ו-338	החלטות האו"ם 242 ו-338	החלטות האו"מ 348-242	החלטות האו"ם 348-242	translated	0.865	DIFFERENT	
צו בדבר רכוש ממשלתי	צו בדבר רכוש ממשלתי	צו בדבר רכוש ממשלתי (יהודה והשומרונ) (מס' 59)	צו בדבר רכוש ממשלתי (יהודה והשומרון) (מס' 59)	translated	0.865	DIFFERENT	
1,500 דונמ	1,500 דונם	30,272 דונמ	30,272 דונם	translated	0.865	DIFFERENT	
1,500 דונמ	1,500 דונם	7,021 דונמ	7,021 דונם	translated	0.865	DIFFERENT	
2,700 דונמימ	2,700 דונמים	1,060 דונמ	1,060 דונם	translated	0.865	DIFFERENT	
3,000 דונמ	3,000 דונם	1,060 דונמ	1,060 דונם	translated	0.865	DIFFERENT	
3,000 דונמימ	3,000 דונמים	1,060 דונמ	1,060 דונם	translated	0.865	DIFFERENT	
30,272 דונמ	30,272 דונם	74,000 דונמ	74,000 דונם	translated	0.865	DIFFERENT	
786,000 דונמ	786,000 דונם	מיליוני דונמימ	מיליוני דונמים	translated	0.865	DIFFERENT	
בית הספר	בית הספר	בתי-ספר	בתי-ספר	translated	0.865	DIFFERENT	
הרשויות האזוריות	הרשויות האזוריות	רשויות המקומיות בשטחימ	רשויות המקומיות בשטחים	translated	0.865	DIFFERENT	
צו בדבר מקרקעינ (שימוש מפריע במקרקעינ פרטיימ) (יהודה ושומרונ) (מס' 1586 התשס"ז - 2007)	צו בדבר מקרקעין (שימוש מפריע במקרקעין פרטיים) (יהודה ושומרון) (מס' 1586 התשס"ז - 2007)	צו בדבר עסקאות במקרקעינ (יהודה והשומרונ (מס' 25) תשכ"ז-1967	צו בדבר עסקאות במקרקעין (יהודה והשומרון (מס' 25) תשכ"ז-1967	translated	0.865	DIFFERENT	
קהילות עקורות	קהילות עקורות	משפחות העקורימ	משפחות העקורים	translated	0.865	DIFFERENT	
של משה	של משה	של שבתאי	של שבתאי	translated	0.865	DIFFERENT	
בנייה והרחבה של התנחלויות	בנייה והרחבה של התנחלויות	הרחבת מפעל ההתנחלויות	הרחבת מפעל ההתנחלויות	translated	0.865	DIFFERENT	
הקצאה של שטחי מרעה	הקצאה של שטחי מרעה	שטחי מרעה	שטחי מרעה	translated	0.865	DIFFERENT	
הקצאה של שטחי מרעה	הקצאה של שטחי מרעה	שטחימ למרעה	שטחים למרעה	translated	0.865	DIFFERENT	
יהוד המרחב	יהוד המרחב	יישובימ שהוקמו ביהודה ושומרונ	יישובים שהוקמו ביהודה ושומרון	translated	0.865	DIFFERENT	
משפחות העקורימ	משפחות העקורים	קהילות שנעקרו	קהילות שנעקרו	translated	0.865	DIFFERENT	
ייטב מערב	ייטב מערב	ייטב	ייטב	translated	0.864	DIFFERENT	
120 מיליונ ש"ח	120 מיליון ש"ח	160 מיליונ ש"ח	160 מיליון ש"ח	translated	0.864	DIFFERENT	
140 מיליונ ש"ח	140 מיליון ש"ח	75 מיליונ ש"ח	75 מיליון ש"ח	translated	0.864	DIFFERENT	
200 דונמ	200 דונם	23,400 דונמ	23,400 דונם	translated	0.864	DIFFERENT	
74,000 דונמ	74,000 דונם	786,000 דונמ	786,000 דונם	translated	0.864	DIFFERENT	
תוכנית 237	תוכנית 237	תוכנית יוש 237	תוכנית יוש 237	translated	0.864	DIFFERENT	
ההפקעה	ההפקעה	הליכי ההפקעה	הליכי ההפקעה	translated	0.864	DIFFERENT	
מקורות המימ	מקורות המים	מקורות המימ המשותפימ	מקורות המים המשותפים	translated	0.864	DIFFERENT	
המועצה האזורית	המועצה האזורית	הרשויות האזוריות	הרשויות האזוריות	translated	0.864	DIFFERENT	
משמר יהודה	משמר יהודה	שפלה	שפלה	translated	0.864	DIFFERENT	
קהילות פלסטיניות	קהילות פלסטיניות	התושבימ הפלסטינימ	התושבים הפלסטינים	translated	0.864	DIFFERENT	
60,000 דונמימ	60,000 דונמים	1,500 דונמ	1,500 דונם	translated	0.864	DIFFERENT	
60,000 דונמימ	60,000 דונמים	5,000 דונמ	5,000 דונם	translated	0.864	DIFFERENT	
החלטות האו"מ 242 ו-338	החלטות האו"ם 242 ו-338	החלטות מועצת הביטחונ 242	החלטות מועצת הביטחון 242	translated	0.864	DIFFERENT	
1,500 דונמ	1,500 דונם	22,000 דונמ	22,000 דונם	translated	0.864	DIFFERENT	
1,500 דונמ	1,500 דונם	74,000 דונמ	74,000 דונם	translated	0.864	DIFFERENT	
15 מיליונ ₪	15 מיליון ₪	160 מיליונ ש"ח	160 מיליון ש"ח	translated	0.864	DIFFERENT	
15,500 דונמ	15,500 דונם	47,000 דונמ	47,000 דונם	translated	0.864	DIFFERENT	
24,000 דונמימ	24,000 דונמים	3,400 דונמ	3,400 דונם	translated	0.864	DIFFERENT	
3,400 דונמ	3,400 דונם	2,642 דונמימ	2,642 דונמים	translated	0.864	DIFFERENT	
3,400 דונמ	3,400 דונם	5,000 דונמ	5,000 דונם	translated	0.864	DIFFERENT	
3,500 דונמימ	3,500 דונמים	2,642 דונמימ	2,642 דונמים	translated	0.864	DIFFERENT	
אמנות ז'נבה	אמנות ז'נבה	אמנות ז'נבה השלישית והרביעית	אמנות ז'נבה השלישית והרביעית	translated	0.864	DIFFERENT	
אמנות ז'נבה השלישית והרביעית	אמנות ז'נבה השלישית והרביעית	אמנת ז'נבה	אמנת ז'נבה	translated	0.864	DIFFERENT	
דייויד פרידמנ	דייויד פרידמן	פרידמנ	פרידמן	translated	0.864	DIFFERENT	
העות'מאנית	העות'מאנית	שלטונ עות'מאני	שלטון עות'מאני	translated	0.864	DIFFERENT	
הרשות הממשלתית להתחדשות עירונית	הרשות הממשלתית להתחדשות עירונית	רשות ממשלתית להתחדשות עירונית באזור יהודה ושומרונ	רשות ממשלתית להתחדשות עירונית באזור יהודה ושומרון	translated	0.864	DIFFERENT	
עדר הפרות	עדר הפרות	עדרי צאנ ובקר	עדרי צאן ובקר	translated	0.864	DIFFERENT	
צו הפקעה 04/02	צו הפקעה 04/02	צו הפקעה 1/88	צו הפקעה 1/88	translated	0.864	DIFFERENT	
צו הפקעה 04/02	צו הפקעה 04/02	צו הפקעה 1/99	צו הפקעה 1/99	translated	0.864	DIFFERENT	
צו תפיסה 1/78	צו תפיסה 1/78	צו תפיסה 24/23	צו תפיסה 24/23	translated	0.864	DIFFERENT	
238 אלפ דונמ	238 אלף דונם	מיליוני דונמימ	מיליוני דונמים	translated	0.864	DIFFERENT	
24 מאחזימ	24 מאחזים	המאחזימ	המאחזים	translated	0.864	DIFFERENT	
הקמה של התנחלויות חדשות	הקמה של התנחלויות חדשות	פיתוח ההתנחלויות	פיתוח ההתנחלויות	translated	0.864	DIFFERENT	
הקמת יישובימ חדשימ	הקמת יישובים חדשים	פיתוח ההתנחלויות	פיתוח ההתנחלויות	translated	0.864	DIFFERENT	
יישובימ יהודיימ באיו"ש בחלוקה לנפות פלסטיניות	יישובים יהודיים באיו"ש בחלוקה לנפות פלסטיניות	יישובימ יהודיימ באיו"ש לפי מידת דתיות	יישובים יהודיים באיו"ש לפי מידת דתיות	translated	0.864	DIFFERENT	
נופי נחמיה	נופי נחמיה	נחמיה	נחמיה	translated	0.863	DIFFERENT	
74,000 דונמ	74,000 דונם	5,000 דונמ	5,000 דונם	translated	0.863	DIFFERENT	
תושבימ הישראלימ	תושבים הישראלים	הישראלימ	הישראלים	translated	0.863	DIFFERENT	
גוש עציונ	גוש עציון	חברה לפיתוח גוש עציונ בע"מ	חברה לפיתוח גוש עציון בע"מ	translated	0.863	DIFFERENT	
בית המשפט העליונ בישראל	בית המשפט העליון בישראל	מערכת המשפט הישראלית	מערכת המשפט הישראלית	translated	0.863	DIFFERENT	
כוחות הביטחונ הישראליימ	כוחות הביטחון הישראליים	מערכת הביטחונ הישראלית	מערכת הביטחון הישראלית	translated	0.863	DIFFERENT	
93,000 דונמימ	93,000 דונמים	47,000 דונמ	47,000 דונם	translated	0.863	DIFFERENT	
בג"צ 7986/14	בג"ץ 7986/14	בני"צ 6870/14	בני"ץ 6870/14	translated	0.863	DIFFERENT	
חוות צבי בר יוספ	חוות צבי בר יוסף	חוות צבי	חוות צבי	translated	0.863	SAME	חוות צבי בר יוסף --[located_in]--> חלמיש; חוות צבי --[allocated_by]--> החטיבה להתיישבות; חוות צבי --[owned_by]--> צבי בר יוסף
1,630 דונמ	1,630 דונם	26,500 דונמ	26,500 דונם	translated	0.863	DIFFERENT	
1,630 דונמ	1,630 דונם	30,272 דונמ	30,272 דונם	translated	0.863	DIFFERENT	
1,800 דונמ	1,800 דונם	10,000 דונמימ	10,000 דונמים	translated	0.863	DIFFERENT	
1,800 דונמ	1,800 דונם	24,000 דונמימ	24,000 דונמים	translated	0.863	DIFFERENT	
12,500 דונמ	12,500 דונם	7,021 דונמ	7,021 דונם	translated	0.863	DIFFERENT	
